PR100
39.580719,2.648375
53.6,-111.00
53.7,-110.60
46.5,-109.70
47.0,-108.30
20.8,-105.10
41.7,-112.70
29.3,-113.00
93.2,-122.30
110.4,-119.80
123.1,-120.90
131.5,-121.20
146.3,-113.00
153.2,-114.30
174.7,-116.40
189.4,-117.80
161.8,-120.10
42.3,-107.90
346.9,-105.20
333.9,-100.80
350.6,-103.40
349.7,-104.80
3.9,-106.30
319.9,-100.10
234.6,-109.80
186.8,-124.30
176.0,-122.30
171.2,-114.60
169.1,-113.20
183.9,-113.20
194.6,-113.70
198.0,-110.90
219.5,-108.20
231.8,-108.20
243.1,-106.30
242.6,-107.10
238.1,-114.70
